text_key,zh_cn
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。,
opt.2303_opt_01.text,先交出一份能让他立刻用上的消息，换一个“暂时留着”的位置
opt.2303_opt_01.result,你没有再装局外人，而是把手里能立刻派上用场的那部分先递了出去。疯长老听完没有立刻表态，只是把你从“看看也无妨”的名单，往“先留着观察”的那边挪了一格。到了这一步，你已经不只是被他看见，而是真的把命压到他这条线上了。
opt.2303_opt_02.text,先拖住他，不把投名状一次交完，给自己留最后一层退路
opt.2303_opt_02.result,你没有在最后一天把底牌交净，只把愿意靠过去的姿态先放了出来。疯长老看得懂你在留后手，却也没有拆穿。对他这种人而言，肯靠近的人已经比嘴上忠心的人更值钱；而你至少替自己保住了最后一层能转身的余地。
evt.2401.title,旧账室里的人名
evt.2401.desc,"第三天一早你已经想明白，若真要顺着账册这条线往里翻，盯的就不能只是王麻子脸上的那点慌。真正会留下证据的，是他来不及全补平的旧账和旧名。
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。"
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
药房真正让人不安的，也果然不只是缺页，而是缺页前后的那些名字。你顺着旧账往里翻时，发现有几个人被反复记过，又被反复划掉，像是同一批人被换过用途、改过归处，最后连去向都被一并抹平。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
这已经不是谁手脚不干净那么简单了。账册上留下的痕，不像在遮灵石，也不像在遮偷药，更像在遮“哪些人本该还活着，后来却被算作别的用途”。,
opt.2401_opt_01.text,先记下被反复划掉的人名，把这份账缝攥在手里
opt.2401_opt_01.result,你没有急着把缺页拼完整，而是先把那些被反复划掉的人名和时辰牢牢记住。只要这些地方对不上，药房这条线就不是传闻，而是一份真能继续往里翻的账。
opt.2401_opt_02.text,把族兄留下的时辰和这些缺口对一遍，先确认他是不是也被记进过账里
opt.2401_opt_02.result,你先拿族兄留下的时辰去对那几处缺口，结果越看越心惊。那几页被撕走的地方，不只是碰巧空了一段，而像是正卡在一批人被转走、被替换、或被改作别用的节点上。族兄的死，恐怕从一开始就和这本账分不开。
evt.2402.title,王麻子借规矩立威
evt.2402.desc,"你前一拍已经顺着旧账看见，那些缺页后面遮的根本不只是几笔脏账，而是一批被改过去向的人名。也正因为这样，接下来再看王麻子的举动时，你终于知道自己该盯的不是他的狠，而是他的急。
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。"
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
这两天王麻子没有再像第二天那样当众发作，反而开始拿“规矩”压人。谁晚交了灵石，谁在广场上多问了一句，谁夜里离后墙近了一步，都会被他当场点出来，像是在给外门立新规矩。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名，也没人会把那些被划掉的人名和眼前这些被重点盯住的人对到一起。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名。,
可你看得明白，他不是忽然爱讲规矩，而是想借规矩先把人压住。只要大家都忙着怕他手里那根棍子，就没人会盯着他为什么突然这么着急、这么频繁地在人群里点名。,
opt.2402_opt_01.text,先看清他是在立规矩，还是借规矩压住谁不许开口
opt.2402_opt_01.result,你没有被他那副“整顿外门”的样子骗过去，反而越看越确定：王麻子真正在意的不是秩序，而是谁会在秩序底下翻到账、看见缺口、把人名和失踪对起来。他这阵子每多点一次名，都是在替后面那只手往前挡一次视线。
opt.2402_opt_02.text,先记住他最近重点针对的是哪几类人
opt.2402_opt_02.result,你没急着出头，只把王麻子最近特别爱压的那几类人记了下来。问账的、靠药房近的、夜里走得不规矩的、以及那些没有靠山又最容易被推出来顶事的，几乎都被他先后照着脖子按过一遍。到这一步，他已经不像是在罚人，更像是在替名单挑顺序。
evt.2403.title,灭口前兆
evt.2403.desc,"你前面已经看见旧账上的人名去向，也看见他怎样借规矩压人、借点名遮急，所以到了这一步，再看王麻子最近几次巡看时，你心里已经有了答案：他不是在维持秩序，而是在赶最后一轮补洞。
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。"
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
王麻子最近的几次巡看，已经不只是查谁乱说话了。他会特地绕去药房后墙、旧账室附近和几条本来不必亲自过问的小路，像是在一一确认哪些口子还能堵，哪些人已经需要先处理。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。账册线追到这里，已经不只是“他在遮什么”，而是“他准备先清掉谁”，而你若继续走这条线，也迟早会被算进这个顺序里。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。,
最要命的是，他不是在等事情闹大才去补洞，而是在事情还没彻底翻出来之前，就开始把可能会漏的那几处先摸一遍。你再回头看他最近改夜路、换收钱时辰、逼夜巡多盘两遍，已经能从里头闻到很明显的灭口味道。,
opt.2403_opt_01.text,顺着后墙、换岗和传话口去摸他的暗线，先把补洞的手伸到哪看清
opt.2403_opt_01.result,你没有再把这些零碎动作当成偶然，而是顺着后墙、换岗和几处传话口一点点往回摸。越摸越能确定，王麻子如今手里不只是一根棍子，还有一条专门拿来补账、递话和先清口子的暗线。
opt.2403_opt_02.text,先把“他准备灭口”这件事收成把柄，不急着立刻拆穿
opt.2403_opt_02.result,你没有立刻去撞那条暗线，而是先把王麻子最近这些看似琐碎的补洞动作连成了一张图。只要图在你手里，他越是着急往前补，破绽就越会自己往外冒。现在最值钱的，不是马上揭穿他，而是先把他准备动手的节奏抓稳。
evt.2201.title,柳飞霞定下暗报规矩
evt.2201.desc,
opt.2201_opt_01.text,答应按她的规矩走，先把暗报地点和传话方式定下来
opt.2201_opt_01.result,你没有和她争谁先留后手，只先把能落地的规矩定了下来。柳飞霞说以后若真有急信，不走宿舍门口，也不走白天的正路，只在后墙和破屋之间留一处短停、一处暗号。她说得越细，越说明她这次不是来试你，而是真的把自己往这条线里放了一步。
opt.2201_opt_02.text,不急着全信，先让她把规矩说完，再看她有没有故意留口子
opt.2201_opt_02.result,你没有立刻答应，只把她定下的时辰、暗号和停步位置一条条听完，专门去看她哪里会故意留空。柳飞霞看得出你在防她，却也没有翻脸。她最后还是把大半规矩说清了，只给自己留了最后一点能转身的余地。到这一步，她已经够资格做线人，却也仍旧值得防。
evt.2202.title,你反过来试柳飞霞
evt.2202.desc,
opt.2202_opt_01.text,故意把一半真线索压着，只问她若王麻子今晚提前动手，她会先保谁
opt.2202_opt_01.result,你没有把自己手里那半截线索摊开，只先问她一个最难回避的问题：若王麻子今晚真要先动手，她会先保自己、先卖你，还是先把消息送到你这里。柳飞霞沉默了很久，最后还是说，她不会替你挡刀，但若真轮到她选，她会先把王麻子的动向递给你，再给自己找退路。她没说得多好听，却已经比先前更像一句真话。
opt.2202_opt_02.text,拿族兄留下的一句旧话试她，看看她到底在意遗物，还是在意借遗物活命
opt.2202_opt_02.result,你把族兄留下的一句旧话故意说得半真半假，只想看柳飞霞先追的是遗物本身，还是遗物背后能拿来换命的秘密。她第一反应还是去问那东西如今在谁手上，可紧接着又追问你有没有把这件事告诉王麻子。到这一步你终于能确定，她真正怕的不是拿不到遗物，而是别人先拿遗物给她定罪。
evt.2203.title,柳飞霞替你放出假风声
evt.2203.desc,
opt.2203_opt_01.text,让她放出“有人已经摸到账缝”的假风声，看王麻子先去堵哪一处
opt.2203_opt_01.result,你没有让她直接递真消息，而是让她故意往外漏一句半真半假的话：已经有人顺着旧账和缺页摸到了王麻子最近补洞的那一层。若他先去堵账册、后墙或旧账室里的某一处，那本身就是在替你指出真正最疼的地方。柳飞霞听完只点了点头，像是已经在心里替这句话找好了该落进谁耳朵里的路。
opt.2203_opt_02.text,让她放出“有人往化骨池那边追”的风，看谁会比王麻子先着急
opt.2203_opt_02.result,你换了个更险的版本，叫她把风往化骨池那边吹。若先跳出来的不是王麻子，而是夜巡、后墙口或别的传话口，那就说明池边那条线牵着的手远不止一只。柳飞霞听完没有立刻应，最后还是说她可以试，但这一下若炸响，后面收不收得住就不全由她决定了。
evt.3301.title,破屋回息
evt.3301.desc,"连着几日被外门的人、夜里的异声和白天的筛选压着走，到这天夜里，你终于有一小段不必立刻应付谁的空隙。茅草屋里风漏得厉害，灯芯也短，可正因为没有旁人，才勉强够你把这些天缠在身上的东西一件件摊开来看。
这不是能让人真正安心的歇气，更像是在月考前偷出来的一小口喘息。可若连这口气都不肯缓一缓，后面无论走账册、化骨池，还是疯长老那条险路，都会越来越像被人推着走，而不是你自己还在选。"
这不是能让人真正安心的歇气，更像是在月考前偷出来的一小口喘息。可若连这口气都不肯缓一缓，后面无论走账册、化骨池，还是疯长老那条险路，都会越来越像被人推着走，而不是你自己还在选。,
这不是能让人真正安心的歇气，更像是在月考前偷出来的一小口喘息。可若连这口气都不肯缓一缓，后面无论走账册、化骨池，还是疯长老那条险路，都会越来越像被人推着走，而不是你自己还在选。,
这不是能让人真正安心的歇气，更像是在月考前偷出来的一小口喘息。可若连这口气都不肯缓一缓，后面无论走账册、化骨池，还是疯长老那条险路，都会越来越像被人推着走，而不是你自己还在选。,
opt.3301_opt_01.text,靠着墙根调息，把白日翻起来的血气先压回去
opt.3301_opt_01.result,你没有再去想那些还没看清的线，而是先把呼吸压稳，把胸口里乱撞的那股血气一点点理顺。等灯芯烧掉一截时，你虽然还没能睡着，身上那股被推着走的紧绷却总算松了一线。
opt.3301_opt_02.text,把手里的牌一张张摊开，先烧掉那张最碍手的废牌
opt.3301_opt_02.result,你把这些天能攥住的念头和痕迹都在脑子里重新过了一遍，最后只留下真正还能用的那几张。那张最庸常、最拖手的日常废牌被你塞进灯火里，看着它卷边发黑时，你第一次有了“牌组也能被你自己修一刀”的感觉。
opt.3301_opt_03.text,什么都不多想，先逼自己睡过这一夜
opt.3301_opt_03.result,你没有再继续往里钻，只是强逼着自己把眼闭上，让脑子里那些绕来绕去的线先断一夜。虽然醒来后麻烦一件也不会少，可至少这一夜，你没让自己继续往更糟的地方沉。
evt.3401.title,后墙私换
evt.3401.desc,"外门里真正值钱的东西，很少会明着摆在台面上卖。到了第五天后，后墙边已经有人开始借着换岗、递桶和跑腿的工夫，悄悄把一些不能见光的东西塞来换去。
你看得出，这不是正经买卖，更像是谁把命和消息都切成了碎片，趁月考前还能换的时候赶紧出手。有人卖的是一条暗线，有人卖的是一口没烧干净的炉灰，还有人只收钱，替你把一张碍手的牌悄悄处理干净。"
你看得出，这不是正经买卖，更像是谁把命和消息都切成了碎片，趁月考前还能换的时候赶紧出手。有人卖的是一条暗线，有人卖的是一口没烧干净的炉灰，还有人只收钱，替你把一张碍手的牌悄悄处理干净。,
你看得出，这不是正经买卖，更像是谁把命和消息都切成了碎片，趁月考前还能换的时候赶紧出手。有人卖的是一条暗线，有人卖的是一口没烧干净的炉灰，还有人只收钱，替你把一张碍手的牌悄悄处理干净。,
你看得出，这不是正经买卖，更像是谁把命和消息都切成了碎片，趁月考前还能换的时候赶紧出手。有人卖的是一条暗线，有人卖的是一口没烧干净的炉灰，还有人只收钱，替你把一张碍手的牌悄悄处理干净。,
opt.3401_opt_01.text,花两块灵石，换下那张写满价码的血书残页
opt.3401_opt_01.result,你把灵石塞过去，对方连头都没抬，只把一张带着旧血锈味的残页推到了你手里。上头没有完整名字，只有被反复圈过的价码和改过的时辰，可正因为不完整，才更像一把能顺着恐惧往里撬的薄刀。
opt.3401_opt_02.text,花两块灵石，换一张从废炉里摸出来的余温药纸
